symbol,issuer,cuit,sector,currency,settlement,price,bid,ask,volume,spread_abs,spread_pct,years_to_maturity,maturity_date,liquidity_score,is_mapped
DNC7Y,EDENOR S.A.,30655116202,,USD,1,0.0,0.0,0.0,0.0,,,4.3149,2030-10-24,33.66,True
DNC7Y,EDENOR S.A.,30655116202,,USD,2,0.0,0.0,0.0,0.0,,,4.3149,2030-10-24,33.66,True
DNC7Z,EDENOR S.A.,30655116202,,EXT,1,0.0,0.0,0.0,0.0,,,4.3149,2030-10-24,33.66,True
DNC7Z,EDENOR S.A.,30655116202,,EXT,2,0.0,0.0,0.0,0.0,,,4.3149,2030-10-24,33.66,True
DNC9O,EDENOR S.A.,30655116202,,ARS,1,0.0,101.05,0.0,0.0,,,0.1013,2026-08-07,33.66,True
DNC9X,EDENOR S.A.,30655116202,,ARS,1,0.0,0.0,0.0,0.0,,,0.1013,2026-08-07,33.66,True
DNC9X,EDENOR S.A.,30655116202,,ARS,2,0.0,0.0,0.0,0.0,,,0.1013,2026-08-07,33.66,True
DNCAX,EDENOR S.A.,30655116202,,ARS,2,0.0,0.0,0.0,0.0,,,6.8255,2033-04-28,33.66,True
DNCAY,EDENOR S.A.,30655116202,,USD,2,0.0,0.0,0.0,0.0,,,6.8255,2033-04-28,33.66,True
DNCAZ,EDENOR S.A.,30655116202,,EXT,2,0.0,0.0,0.0,0.0,,,6.8255,2033-04-28,33.66,True
EAC1C,MSU GREEN ENERGY S.A.U.,30714155128,,EXT,1,0.0,0.0,0.0,0.0,,,0.282,2026-10-12,33.66,True
EAC1D,MSU GREEN ENERGY S.A.U.,30714155128,,USD,1,0.0,0.0,0.0,0.0,,,0.282,2026-10-12,33.66,True
EAC1D,MSU GREEN ENERGY S.A.U.,30714155128,,USD,2,0.0,96.1,0.0,0.0,,,0.282,2026-10-12,33.66,True
EAC1O,MSU GREEN ENERGY S.A.U.,30714155128,,ARS,1,0.0,135000.0,0.0,0.0,,,0.282,2026-10-12,33.66,True
EAC1X,MSU GREEN ENERGY S.A.U.,30714155128,,ARS,1,0.0,0.0,0.0,0.0,,,0.282,2026-10-12,33.66,True
EAC2D,MSU GREEN ENERGY S.A.U.,30714155128,,USD,2,0.0,0.0,0.0,0.0,,,7.2827,2033-10-12,33.66,True
EAC2O,MSU GREEN ENERGY S.A.U.,30714155128,,ARS,2,0.0,70340.0,0.0,0.0,,,7.2827,2033-10-12,33.66,True
EAC3X,MSU GREEN ENERGY S.A.U.,30714155128,,ARS,1,0.0,0.0,0.0,0.0,,,2.4723,2028-12-20,33.66,True
EAC3Y,MSU GREEN ENERGY S.A.U.,30714155128,,USD,1,0.0,0.0,0.0,0.0,,,2.4723,2028-12-20,33.66,True
EAC3Y,MSU GREEN ENERGY S.A.U.,30714155128,,USD,2,0.0,0.0,0.0,0.0,,,2.4723,2028-12-20,33.66,True
EAC3Z,MSU GREEN ENERGY S.A.U.,30714155128,,EXT,1,0.0,0.0,0.0,0.0,,,2.4723,2028-12-20,33.66,True
EBS1L,[EBS],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,1.7851,2028-04-13,33.66,False
EMC1C,[EMC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,1.0075,2027-07-04,33.66,False
EMC1X,[EMC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.0075,2027-07-04,33.66,False
EMC1Z,[EMC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,1.0075,2027-07-04,33.66,False
EP3AP,TRESNAL AGROPECUARIA S.A.,33708830599,,ARS,2,0.0,0.0,0.0,0.0,,,0.4873,2026-12-26,33.66,True
EP4BP,TRESNAL AGROPECUARIA S.A.,33708830599,,ARS,2,0.0,0.0,0.0,0.0,,,1.0349,2027-07-14,33.66,True
FO4AC,[FO4],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,2.0534,2028-07-20,33.66,False
FO4AO,[FO4],,Sin mapear,ARS,1,0.0,148900.0,0.0,0.0,,,2.0534,2028-07-20,33.66,False
FO4AO,[FO4],,Sin mapear,ARS,2,0.0,152500.0,0.0,0.0,,,2.0534,2028-07-20,33.66,False
FO4BD,[FO4],,Sin mapear,USD,2,0.0,98.1,0.0,0.0,,,0.5558,2027-01-20,33.66,False
FO4BO,[FO4],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.5558,2027-01-20,33.66,False
FO4BO,[FO4],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.5558,2027-01-20,33.66,False
FPC1O,[FPC],,Sin mapear,ARS,2,0.0,0.0,150000.0,0.0,,,1.6126,2028-02-10,33.66,False
FTL1O,FCA CIA. FINANCIERA SA,30692304884,,ARS,2,0.0,0.0,0.0,0.0,,,0.909,2027-05-29,33.66,True
FTL1X,FCA CIA. FINANCIERA SA,30692304884,,ARS,2,0.0,0.0,0.0,0.0,,,0.909,2027-05-29,33.66,True
FTN1O,[FTN],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,1.6509,2028-02-24,33.66,False
FTN1X,[FTN],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.6509,2028-02-24,33.66,False
FTN1X,[FTN],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,1.6509,2028-02-24,33.66,False
FTN2X,[FTN],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.3997,2026-11-24,33.66,False
FTN3X,[FTN],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.6516,2027-02-24,33.66,False
FTN3X,[FTN],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.6516,2027-02-24,33.66,False
FYC1D,[FYC],,Sin mapear,USD,1,0.0,0.0,104.6,0.0,,,2.8611,2029-05-11,33.66,False
FYC1O,[FYC],,Sin mapear,ARS,1,0.0,147910.0,0.0,0.0,,,2.8611,2029-05-11,33.66,False
GMCGO,GENERACION MEDITERRANEA S.A.,30682434720,,ARS,1,0.0,0.0,0.0,0.0,,,0.0739,2026-07-28,33.66,True
GMCGO,GENERACION MEDITERRANEA S.A.,30682434720,,ARS,2,0.0,0.0,0.0,0.0,,,0.0739,2026-07-28,33.66,True
GMCGX,GENERACION MEDITERRANEA S.A.,30682434720,,ARS,2,0.0,0.0,0.0,0.0,,,0.0739,2026-07-28,33.66,True
GMCJO,GENERACION MEDITERRANEA S.A.,30682434720,,ARS,1,0.0,0.0,0.0,0.0,,,0.9062,2027-05-28,33.66,True
GMCJO,GENERACION MEDITERRANEA S.A.,30682434720,,ARS,2,0.0,0.0,0.0,0.0,,,0.9062,2027-05-28,33.66,True
GN36X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,5.4784,2031-12-23,33.66,True
GN37O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.3641,2026-11-11,33.66,True
GN37X,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.3641,2026-11-11,33.66,True
GN37X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,0.3641,2026-11-11,33.66,True
GN37Y,Genneia S.A.,30665234114,Energía - Renovable,USD,2,0.0,0.0,0.0,0.0,,,0.3641,2026-11-11,33.66,True
GN37Z,Genneia S.A.,30665234114,Energía - Renovable,EXT,1,0.0,0.0,0.0,0.0,,,0.3641,2026-11-11,33.66,True
GN37Z,Genneia S.A.,30665234114,Energía - Renovable,EXT,2,0.0,0.0,0.0,0.0,,,0.3641,2026-11-11,33.66,True
GN38O,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,6.6146,2033-02-10,33.66,True
GN38X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,6.6146,2033-02-10,33.66,True
GN39O,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,86050.0,0.0,0.0,,,2.037,2028-07-14,33.66,True
GN39X,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,2.037,2028-07-14,33.66,True
GN39X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,2.037,2028-07-14,33.66,True
GN41O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.0356,2026-07-14,33.66,True
GN41O,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,125010.0,0.0,0.0,,,0.0356,2026-07-14,33.66,True
GN41X,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.0356,2026-07-14,33.66,True
GN41X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,0.0356,2026-07-14,33.66,True
GN41Y,Genneia S.A.,30665234114,Energía - Renovable,USD,1,0.0,0.0,0.0,0.0,,,0.0356,2026-07-14,33.66,True
GN42O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.8734,2027-05-16,33.66,True
GN43D,Genneia S.A.,30665234114,Energía - Renovable,USD,1,0.0,0.0,0.0,0.0,,,0.6845,2027-03-08,33.66,True
GN43O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.6845,2027-03-08,33.66,True
GN43X,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,0.0,0.0,0.0,,,0.6845,2027-03-08,33.66,True
GN43X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,0.6845,2027-03-08,33.66,True
GN47D,Genneia S.A.,30665234114,Energía - Renovable,USD,1,0.0,99.15,0.0,0.0,,,2.2971,2028-10-17,33.66,True
GN47O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,150290.0,0.0,0.0,,,2.2971,2028-10-17,33.66,True
GN47X,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,0.0,0.0,0.0,,,2.2971,2028-10-17,33.66,True
GN47Y,Genneia S.A.,30665234114,Energía - Renovable,USD,1,0.0,0.0,0.0,0.0,,,2.2971,2028-10-17,33.66,True
GN47Y,Genneia S.A.,30665234114,Energía - Renovable,USD,2,0.0,0.0,0.0,0.0,,,2.2971,2028-10-17,33.66,True
GN48C,Genneia S.A.,30665234114,Energía - Renovable,EXT,2,0.0,0.0,0.0,0.0,,,1.6783,2028-03-05,33.66,True
GN48D,Genneia S.A.,30665234114,Energía - Renovable,USD,1,0.0,0.0,0.0,0.0,,,1.6783,2028-03-05,33.66,True
GN48O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,146010.0,0.0,0.0,,,1.6783,2028-03-05,33.66,True
GN48Y,Genneia S.A.,30665234114,Energía - Renovable,USD,2,0.0,0.0,0.0,0.0,,,1.6783,2028-03-05,33.66,True
GOC4O,GENERACION LITORAL SA,33715184139,,ARS,1,0.0,118070.0,0.0,0.0,,,2.8255,2029-04-28,33.66,True
GYC3O,[GYC],,Sin mapear,ARS,2,0.0,0.0,120000.0,0.0,,,5.6865,2032-03-08,33.66,False
GYC4D,[GYC],,Sin mapear,USD,1,0.0,98.0,0.0,0.0,,,1.3306,2027-10-30,33.66,False
GYC5D,[GYC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,1.18,2027-09-05,33.66,False
GYC5O,[GYC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.18,2027-09-05,33.66,False
HBCAC,BANCO HIPOTECARIO S.A.,30500011072,,EXT,2,0.0,98.95,0.0,0.0,,,0.1424,2026-08-22,33.66,True
HBCAD,BANCO HIPOTECARIO S.A.,30500011072,,USD,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
HBCAO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,1,0.0,0.0,0.0,0.0,,,0.1424,2026-08-22,33.66,True
HBCBO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,1,0.0,0.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
HBCBX,BANCO HIPOTECARIO S.A.,30500011072,,ARS,1,0.0,0.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
HBCBX,BANCO HIPOTECARIO S.A.,30500011072,,ARS,2,0.0,0.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
HBCDD,BANCO HIPOTECARIO S.A.,30500011072,,USD,1,0.0,97.17,0.0,0.0,,,0.3888,2026-11-20,33.66,True
HBCDO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,1,0.0,149000.0,0.0,0.0,,,0.3888,2026-11-20,33.66,True
HBCEO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,2,0.0,0.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
HBCEX,BANCO HIPOTECARIO S.A.,30500011072,,ARS,2,0.0,0.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
HBCFC,BANCO HIPOTECARIO S.A.,30500011072,,EXT,2,0.0,96.77,0.0,0.0,,,0.6489,2027-02-23,33.66,True
HBCFO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,2,0.0,151850.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
HBCFY,BANCO HIPOTECARIO S.A.,30500011072,,USD,2,0.0,0.0,0.0,0.0,,,0.6489,2027-02-23,33.66,True
HJCFC,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,EXT,2,0.0,0.0,100.6,0.0,,,0.3066,2026-10-21,33.66,True
HJCFD,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,1,0.0,99.05,0.0,0.0,,,0.3066,2026-10-21,33.66,True
HJCFO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,1,0.0,150180.0,0.0,0.0,,,0.3066,2026-10-21,33.66,True
HJCFX,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,1,0.0,0.0,0.0,0.0,,,0.3066,2026-10-21,33.66,True
HJCFY,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,2,0.0,0.0,0.0,0.0,,,0.3066,2026-10-21,33.66,True
HJCGD,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,1,0.0,101.0,0.0,0.0,,,2.308,2028-10-21,33.66,True
HJCGO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,1,0.0,150630.0,0.0,0.0,,,2.308,2028-10-21,33.66,True
HJCHD,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,1,0.0,99.55,0.0,0.0,,,1.5469,2028-01-17,33.66,True
HJCHO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,1,0.0,151400.0,0.0,0.0,,,1.5469,2028-01-17,33.66,True
HJCIC,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,EXT,1,0.0,0.0,0.0,0.0,,,0.9035,2027-05-27,33.66,True
HJCJC,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,EXT,1,0.0,0.0,0.0,0.0,,,1.065,2027-07-25,33.66,True
HJCKD,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,1,0.0,103.05,0.0,0.0,,,2.5462,2029-01-16,33.66,True
HJCKO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,1,0.0,155520.0,0.0,0.0,,,2.5462,2029-01-16,33.66,True
HJCKY,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,2,0.0,0.0,0.0,0.0,,,2.5462,2029-01-16,33.66,True
HVS1D,[HVS],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,False
HVS1Y,[HVS],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,2.0205,2028-07-08,33.66,False
ICC6O,INSUGA CHACO S.A,33711217679,,ARS,1,0.0,0.0,0.0,0.0,,,0.8898,2027-05-22,33.66,True
IP11P,PROCESOS INDUSTRIALES METALLO SA,30716855372,,ARS,2,0.0,0.0,0.0,0.0,,,0.8241,2027-04-28,33.66,True
IRCFC,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,1.9767,2028-06-22,33.66,True
IRCFX,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,1.9767,2028-06-22,33.66,True
IRCFX,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,2,0.0,0.0,0.0,0.0,,,1.9767,2028-06-22,33.66,True
IRCFY,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,USD,1,0.0,0.0,0.0,0.0,,,1.9767,2028-06-22,33.66,True
IRCFZ,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,1.9767,2028-06-22,33.66,True
IRCFZ,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,2,0.0,0.0,0.0,0.0,,,1.9767,2028-06-22,33.66,True
IRCJC,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,0.6626,2027-02-28,33.66,True
IRCOY,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,USD,2,0.0,0.0,0.0,0.0,,,3.3128,2029-10-23,33.66,True
IRCPX,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,8.7474,2035-03-31,33.66,True
IRCPY,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,USD,1,0.0,0.0,0.0,0.0,,,8.7474,2035-03-31,33.66,True
IRCPY,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,USD,2,0.0,0.0,0.0,0.0,,,8.7474,2035-03-31,33.66,True
IRCPZ,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,1,0.0,0.0,0.0,0.0,,,8.7474,2035-03-31,33.66,True
IRCQD,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,USD,1,0.0,99.0,0.0,0.0,,,0.9363,2027-06-08,33.66,True
IRCQO,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,1,0.0,149800.0,0.0,0.0,,,0.9363,2027-06-08,33.66,True
IRCQX,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,1,0.0,0.0,0.0,0.0,,,0.9363,2027-06-08,33.66,True
JNC5D,[JNC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,0.2738,2026-10-09,33.66,False
JNC5O,[JNC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.2738,2026-10-09,33.66,False
JNC5O,[JNC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.2738,2026-10-09,33.66,False
JNC5X,[JNC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.2738,2026-10-09,33.66,False
JNC5Y,[JNC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.2738,2026-10-09,33.66,False
JNC6D,[JNC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,1.2567,2027-10-03,33.66,False
JNC6Y,[JNC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,1.2567,2027-10-03,33.66,False
JNC7O,[JNC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,1.9849,2028-06-25,33.66,False
LDCGD,[LDC],,Sin mapear,USD,1,0.0,97.78,0.0,0.0,,,1.2594,2027-10-04,33.66,False
LDCGO,[LDC],,Sin mapear,ARS,1,0.0,152010.0,0.0,0.0,,,1.2594,2027-10-04,33.66,False
LIC6O,[LIC],,Sin mapear,ARS,1,0.0,50600.0,0.0,0.0,,,0.0027,2026-07-02,33.66,False
LMS6C,BLM DESARROLLOS SA,30718221516,,EXT,1,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6D,BLM DESARROLLOS SA,30718221516,,USD,1,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6D,BLM DESARROLLOS SA,30718221516,,USD,2,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6O,BLM DESARROLLOS SA,30718221516,,ARS,1,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6O,BLM DESARROLLOS SA,30718221516,,ARS,2,0.0,100000.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6X,BLM DESARROLLOS SA,30718221516,,ARS,1,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6X,BLM DESARROLLOS SA,30718221516,,ARS,2,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6Y,BLM DESARROLLOS SA,30718221516,,USD,1,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6Z,BLM DESARROLLOS SA,30718221516,,EXT,1,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS6Z,BLM DESARROLLOS SA,30718221516,,EXT,2,0.0,0.0,0.0,0.0,,,1.8234,2028-04-27,33.66,True
LMS7C,BLM DESARROLLOS SA,30718221516,,EXT,1,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS7X,BLM DESARROLLOS SA,30718221516,,ARS,1,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS7X,BLM DESARROLLOS SA,30718221516,,ARS,2,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS7Y,BLM DESARROLLOS SA,30718221516,,USD,1,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS7Y,BLM DESARROLLOS SA,30718221516,,USD,2,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS7Z,BLM DESARROLLOS SA,30718221516,,EXT,1,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS7Z,BLM DESARROLLOS SA,30718221516,,EXT,2,0.0,0.0,0.0,0.0,,,2.2834,2028-10-12,33.66,True
LMS8C,BLM DESARROLLOS SA,30718221516,,EXT,1,0.0,0.0,0.0,0.0,,,0.7201,2027-03-21,33.66,True
LMS8X,BLM DESARROLLOS SA,30718221516,,ARS,1,0.0,0.0,0.0,0.0,,,0.7201,2027-03-21,33.66,True
LMS8X,BLM DESARROLLOS SA,30718221516,,ARS,2,0.0,0.0,0.0,0.0,,,0.7201,2027-03-21,33.66,True
LMS8Y,BLM DESARROLLOS SA,30718221516,,USD,1,0.0,0.0,0.0,0.0,,,0.7201,2027-03-21,33.66,True
LMS8Y,BLM DESARROLLOS SA,30718221516,,USD,2,0.0,0.0,0.0,0.0,,,0.7201,2027-03-21,33.66,True
LOC5C,[LOC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,1.0623,2027-07-24,33.66,False
LOC5X,[LOC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,1.0623,2027-07-24,33.66,False
LOC6C,[LOC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,2.5654,2029-01-23,33.66,False
LOC6X,[LOC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,2.5654,2029-01-23,33.66,False
LR3DO,LABORATORIOS RICHMOND S.A.C.I.F.,30501152826,,ARS,2,0.0,119000.0,0.0,0.0,,,4.3696,2030-11-13,33.66,True
LR6BC,Laboratorios Richmond S.A.C.I.F.,30501152826,Salud - Farma,EXT,1,0.0,0.0,0.0,0.0,,,0.1177,2026-08-13,33.66,True
LR6BD,Laboratorios Richmond S.A.C.I.F.,30501152826,Salud - Farma,USD,1,0.0,0.0,0.0,0.0,,,0.1177,2026-08-13,33.66,True
LR6BO,Laboratorios Richmond S.A.C.I.F.,30501152826,Salud - Farma,ARS,1,0.0,0.0,0.0,0.0,,,0.1177,2026-08-13,33.66,True
LR7AO,LABORATORIOS RICHMOND S.A.C.I.F.,30501152826,,ARS,1,0.0,0.0,0.0,0.0,,,0.4435,2026-12-10,33.66,True
LR7AO,LABORATORIOS RICHMOND S.A.C.I.F.,30501152826,,ARS,2,0.0,0.0,0.0,0.0,,,0.4435,2026-12-10,33.66,True
LR7BO,LABORATORIOS RICHMOND S.A.C.I.F.,30501152826,,ARS,2,0.0,0.0,0.0,0.0,,,0.4435,2026-12-10,33.66,True
LUC3X,[LUC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,5.8453,2032-05-05,33.66,False
LUC3X,[LUC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,5.8453,2032-05-05,33.66,False
LUC4D,[LUC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4D,[LUC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4O,[LUC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4O,[LUC],,Sin mapear,ARS,2,0.0,12495.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4X,[LUC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4X,[LUC],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4Y,[LUC],,Sin mapear,USD,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4Z,[LUC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC4Z,[LUC],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,0.2464,2026-09-29,33.66,False
LUC5X,[LUC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,2.6585,2029-02-26,33.66,False
LUC5Y,[LUC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,2.6585,2029-02-26,33.66,False
MCC1D,[MCC],,Sin mapear,USD,1,0.0,101.0,0.0,0.0,,,2.6913,2029-03-10,33.66,False
MCC2C,[MCC],,Sin mapear,EXT,1,0.0,0.0,0.0,0.0,,,0.9227,2027-06-03,33.66,False
MCC2X,[MCC],,Sin mapear,ARS,1,0.0,0.0,0.0,0.0,,,0.9227,2027-06-03,33.66,False
MCC2Y,[MCC],,Sin mapear,USD,2,0.0,0.0,0.0,0.0,,,0.9227,2027-06-03,33.66,False
MG1RX,[MG1],,Sin mapear,ARS,2,0.0,0.0,0.0,0.0,,,11.373,2037-11-14,33.66,False
MG1RZ,[MG1],,Sin mapear,EXT,2,0.0,0.0,0.0,0.0,,,11.373,2037-11-14,33.66,False
MGCEO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,1.4675,2027-12-19,33.66,True
MGCEX,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,0.0,0.0,0.0,0.0,,,1.4675,2027-12-19,33.66,True
MGCEX,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,2,0.0,0.0,0.0,0.0,,,1.4675,2027-12-19,33.66,True
MGCEY,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,1,0.0,0.0,0.0,0.0,,,1.4675,2027-12-19,33.66,True
MGCEZ,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,1.4675,2027-12-19,33.66,True
MGCMC,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,1,0.0,0.0,0.0,0.0,,,5.1937,2031-09-10,33.66,True
